Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
1,299.1,310.4,1450,40.9,85,3476.5,11.299999999999955
1,302.5,311.1,1493,39.0,137,5343.0,8.600000000000023
2,297.5,308.6,1486,45.9,78,3580.2,11.100000000000023
1,297.3,308.1,1468,49.8,0,0.0,10.800000000000011
2,296.5,307.4,1565,43.5,194,8439.0,10.899999999999977
2,298.1,309.0,1976,19.3,158,3049.4,10.899999999999977
1,300.7,311.9,1335,57.1,194,11077.4,11.199999999999989
2,300.2,309.7,1183,61.4,170,10438.0,9.5
1,300.8,312.5,1517,39.2,107,4194.400000000001,11.699999999999989
1,298.7,309.9,1371,51.3,201,10311.3,11.199999999999989
1,301.3,310.7,1536,39.3,31,1218.3,9.399999999999977
1,300.8,312.6,1376,53.6,119,6378.400000000001,11.800000000000011
2,298.4,309.7,1679,33.3,167,5561.099999999999,11.300000000000011
1,301.8,310.7,1461,44.2,49,2165.8,8.899999999999977
1,300.7,312.3,1418,49.0,69,3381.0,11.600000000000023
2,297.5,308.3,1476,45.6,31,1413.6000000000001,10.800000000000011
1,299.2,308.5,1487,41.2,140,5768.0,9.300000000000011
1,299.3,309.0,1491,38.4,115,4416.0,9.699999999999989
2,297.6,308.6,1482,38.3,39,1493.6999999999998,11.0
1,300.9,309.7,1460,42.1,181,7620.1,8.800000000000011
0,297.7,309.4,1608,30.2,135,4077.0,11.699999999999989
1,298.4,309.2,1610,32.4,194,6285.599999999999,10.800000000000011
1,301.4,310.4,1430,50.9,178,9060.199999999999,9.0
2,299.3,310.5,1563,42.1,19,799.9,11.199999999999989
2,301.6,310.7,1421,44.4,94,4173.599999999999,9.099999999999966
2,298.3,308.0,1766,26.0,96,2496.0,9.699999999999989
0,297.3,308.1,1477,52.3,2,104.6,10.800000000000011
2,297.9,309.1,1614,38.1,62,2362.2000000000003,11.200000000000045
1,297.4,308.8,1447,58.1,129,7494.900000000001,11.400000000000034
1,297.7,308.4,1740,27.1,136,3685.6000000000004,10.699999999999989
1,298.5,309.4,1578,36.3,71,2577.2999999999997,10.899999999999977
1,297.7,308.9,1458,41.1,14,575.4,11.199999999999989
2,298.3,308.8,1349,52.1,104,5418.400000000001,10.5
1,296.8,307.9,1706,30.8,111,3418.8,11.099999999999966
1,301.3,311.2,1675,32.1,12,385.20000000000005,9.899999999999977
1,300.6,310.6,2127,18.7,53,991.0999999999999,10.0
1,298.5,308.3,1504,38.0,20,760.0,9.800000000000011
2,298.0,308.1,1587,32.3,30,968.9999999999999,10.100000000000023
2,300.7,310.6,1778,27.1,215,5826.5,9.900000000000034
1,300.9,312.1,1359,51.7,146,7548.200000000001,11.200000000000045
1,303.6,312.3,1451,43.4,119,5164.599999999999,8.699999999999989
1,297.4,308.2,1386,41.0,35,1435.0,10.800000000000011
2,304.1,313.2,1586,41.1,129,5301.900000000001,9.099999999999966
2,298.6,309.5,1404,43.3,33,1428.8999999999999,10.899999999999977
2,302.5,311.1,1638,32.0,198,6336.0,8.600000000000023
1,299.0,309.9,1373,55.7,201,11195.7,10.899999999999977
2,302.4,310.3,1375,52.5,161,8452.5,7.900000000000034
1,304.1,313.0,1566,37.2,7,260.40000000000003,8.899999999999977
1,302.3,311.4,1476,37.3,20,746.0,9.099999999999966
1,300.6,309.4,1410,40.6,99,4019.4,8.799999999999955
1,297.5,309.3,1623,33.4,74,2471.6,11.800000000000011
1,298.3,308.1,1412,52.3,218,11401.4,9.800000000000011
2,296.2,307.2,1168,63.4,172,10904.8,11.0
1,300.3,309.2,1532,40.2,194,7798.8,8.899999999999977
2,299.4,308.6,1541,39.1,109,4261.900000000001,9.200000000000045
1,299.8,309.6,1598,31.0,139,4309.0,9.800000000000011
2,300.5,311.3,1468,41.1,34,1397.4,10.800000000000011
1,303.1,312.9,1511,40.1,107,4290.7,9.799999999999955
0,297.2,308.3,1453,45.8,105,4809.0,11.100000000000023
1,299.5,309.0,1498,44.6,101,4504.6,9.5
2,298.7,309.4,1375,48.3,157,7583.099999999999,10.699999999999989
2,302.5,311.9,1298,57.5,57,3277.5,9.399999999999977
1,298.2,308.3,1688,32.0,202,6464.0,10.100000000000023
2,298.5,308.7,1367,47.3,47,2223.1,10.199999999999989
2,296.3,307.3,1498,41.6,15,624.0,11.0
0,302.8,312.3,1336,57.5,187,10752.5,9.5
1,299.0,309.4,1419,48.3,91,4395.3,10.399999999999977
2,300.1,310.3,1345,57.1,71,4054.1,10.199999999999989
1,299.0,310.3,1483,39.2,153,5997.6,11.300000000000011
2,296.9,307.8,1544,37.6,109,4098.400000000001,10.900000000000034
1,298.9,308.8,1530,38.3,23,880.9,9.900000000000034
2,299.9,310.4,1576,34.3,188,6448.4,10.5
1,302.0,310.6,1467,44.9,86,3861.4,8.600000000000023
1,298.7,308.4,1694,28.7,195,5596.5,9.699999999999989
1,300.1,310.5,1356,45.8,126,5770.799999999999,10.399999999999977
2,300.9,311.5,1704,31.3,159,4976.7,10.600000000000023
1,299.4,309.0,1800,24.3,128,3110.4,9.600000000000023
2,302.5,312.0,1521,40.2,174,6994.8,9.5
1,301.1,311.0,1565,52.3,183,9570.9,9.899999999999977
1,297.6,308.0,1258,57.4,139,7978.599999999999,10.399999999999977
1,296.9,308.1,1741,28.8,60,1728.0,11.200000000000045
2,302.6,312.0,1496,45.0,79,3555.0,9.399999999999977
1,297.4,308.3,1412,42.0,111,4662.0,10.900000000000034
2,297.4,308.4,1517,41.0,18,738.0,11.0
2,298.4,309.0,1507,36.1,191,6895.1,10.600000000000023
2,298.5,309.7,1557,37.7,86,3242.2000000000003,11.199999999999989
2,302.3,311.7,1504,37.3,107,3991.1,9.399999999999977
1,297.5,308.5,1597,36.4,112,4076.7999999999997,11.0
0,300.7,309.6,1403,51.3,174,8926.199999999999,8.900000000000034
2,299.0,310.2,1598,33.4,44,1469.6,11.199999999999989
2,299.3,308.7,1390,49.3,215,10599.5,9.399999999999977
0,300.2,309.7,1483,43.8,108,4730.4,9.5
0,297.8,308.4,1512,35.1,138,4843.8,10.599999999999966
1,298.4,309.2,1335,53.5,168,8988.0,10.800000000000011
2,297.6,308.5,1490,43.4,154,6683.599999999999,10.899999999999977
2,298.9,309.0,1812,25.9,174,4506.599999999999,10.100000000000023
1,301.4,310.4,1433,43.4,86,3732.4,9.0
2,300.6,310.5,1462,41.3,68,2808.3999999999996,9.899999999999977
1,297.7,308.2,1446,43.9,172,7550.8,10.5
1,301.0,311.3,1472,35.3,73,2576.8999999999996,10.300000000000011
1,298.9,309.9,1309,56.2,119,6687.8,11.0
2,301.0,310.9,1515,41.8,170,7105.999999999999,9.899999999999977
1,300.4,311.8,1589,42.0,201,8442.0,11.400000000000034
0,297.2,308.5,2440,14.0,166,2324.0,11.300000000000011
0,296.5,307.4,1432,49.2,64,3148.8,10.899999999999977
1,300.3,311.7,1406,47.5,14,665.0,11.399999999999977
1,302.6,311.9,1448,49.5,72,3564.0,9.299999999999955
1,298.0,308.2,1620,35.8,5,179.0,10.199999999999989
1,301.5,310.4,1474,39.9,53,2114.7,8.899999999999977
0,299.8,309.0,1467,37.3,193,7198.9,9.199999999999989
1,300.5,311.4,1466,41.8,112,4681.599999999999,10.899999999999977
1,298.6,308.2,1361,68.2,172,11730.4,9.599999999999966
1,301.9,310.9,1542,36.7,101,3706.7000000000003,9.0
1,302.5,312.0,1456,46.3,208,9630.4,9.5
1,300.2,311.7,1640,30.8,191,5882.8,11.5
2,295.5,305.9,1453,47.3,9,425.7,10.399999999999977
1,297.5,308.9,1729,28.1,189,5310.900000000001,11.399999999999977
2,298.0,309.9,1445,45.2,55,2486.0,11.899999999999977
1,304.2,313.4,1475,40.2,98,3939.6000000000004,9.199999999999989
2,298.9,308.9,1679,28.7,181,5194.7,10.0
1,300.2,310.0,1389,53.6,184,9862.4,9.800000000000011
1,300.9,310.3,1440,47.6,140,6664.0,9.400000000000034
2,302.3,311.1,1435,43.1,149,6421.900000000001,8.800000000000011
1,302.9,312.5,1629,30.4,74,2249.6,9.600000000000023
1,297.0,308.1,1489,44.1,96,4233.6,11.100000000000023
2,297.4,308.1,1620,31.2,143,4461.599999999999,10.700000000000045
2,302.4,311.1,1432,44.5,195,8677.5,8.700000000000045
0,298.4,308.3,1458,42.9,15,643.5,9.900000000000034
1,298.2,308.7,2186,17.8,31,551.8000000000001,10.5
2,298.2,308.3,1560,33.0,181,5973.0,10.100000000000023
1,298.6,309.8,1544,30.2,113,3412.6,11.199999999999989
1,300.3,309.9,1570,34.0,31,1054.0,9.599999999999966
1,299.5,309.3,1442,46.2,5,231.0,9.800000000000011
2,302.3,310.9,1558,31.9,207,6603.299999999999,8.599999999999966
2,299.7,309.1,1576,36.4,149,5423.599999999999,9.400000000000034
2,302.1,311.3,1497,38.4,28,1075.2,9.199999999999989
1,297.1,307.8,1584,42.3,135,5710.5,10.699999999999989
2,300.9,310.7,1268,56.3,161,9064.3,9.800000000000011
0,299.1,308.8,1553,32.6,90,2934.0,9.699999999999989
2,298.2,308.5,2678,10.7,86,920.1999999999999,10.300000000000011
1,297.9,309.8,1336,71.6,31,2219.6,11.900000000000034
1,301.6,310.6,1613,42.5,97,4122.5,9.0
1,297.9,307.8,1286,59.5,55,3272.5,9.900000000000034
1,297.4,307.9,1557,35.5,174,6177.0,10.5
1,300.7,311.0,1318,48.2,128,6169.6,10.300000000000011
1,302.4,311.1,1446,42.9,5,214.5,8.700000000000045
2,298.5,308.6,1344,53.0,114,6042.0,10.100000000000023
2,301.8,310.8,1618,37.8,59,2230.2,9.0
1,300.1,311.4,1356,45.7,149,6809.3,11.299999999999955
1,302.8,312.3,1494,37.5,198,7425.0,9.5
1,302.6,310.5,1511,37.2,197,7328.400000000001,7.899999999999977
1,300.9,312.4,1372,51.0,142,7242.0,11.5
2,296.7,307.5,1515,42.1,55,2315.5,10.800000000000011
1,299.1,310.5,1496,35.2,60,2112.0,11.399999999999977
1,298.8,309.8,1490,40.6,124,5034.400000000001,11.0
2,304.0,313.0,1377,56.0,61,3416.0,9.0
1,301.5,310.8,1367,49.0,193,9457.0,9.300000000000011
1,303.9,313.2,1481,44.1,197,8687.7,9.300000000000011
1,301.8,310.7,1751,29.3,133,3896.9,8.899999999999977
2,300.1,309.2,1418,39.8,221,8795.8,9.099999999999966
1,302.0,311.0,1566,37.8,218,8240.4,9.0
1,302.8,310.6,1617,37.9,207,7845.299999999999,7.800000000000011
2,297.6,309.0,1815,25.3,66,1669.8,11.399999999999977
1,298.4,308.6,1609,35.0,103,3605.0,10.200000000000045
2,300.0,309.6,1423,48.7,67,3262.9,9.600000000000023
1,297.9,308.5,1305,47.2,155,7316.0,10.600000000000023
1,298.1,307.9,1614,35.8,196,7016.799999999999,9.799999999999955
1,299.5,309.3,1462,46.7,7,326.90000000000003,9.800000000000011
1,303.5,312.3,1404,48.6,193,9379.800000000001,8.800000000000011
1,300.9,310.6,1504,46.4,129,5985.599999999999,9.700000000000045
1,299.9,310.1,1681,29.1,197,5732.700000000001,10.200000000000045
1,301.2,310.7,1568,38.3,49,1876.6999999999998,9.5
2,299.2,308.8,1523,38.9,112,4356.8,9.600000000000023
1,302.3,310.1,1321,52.7,134,7061.8,7.800000000000011
1,297.3,308.7,1551,40.0,125,5000.0,11.399999999999977
2,300.6,309.4,1367,63.2,45,2844.0,8.799999999999955
1,299.1,310.1,1486,40.7,39,1587.3000000000002,11.0
2,298.2,307.7,1681,31.0,84,2604.0,9.5
2,299.2,310.4,1504,43.3,37,1602.1,11.199999999999989
1,304.0,313.1,1404,47.1,90,4239.0,9.100000000000023
2,297.3,308.2,1677,34.9,21,732.9,10.899999999999977
0,302.1,311.6,1701,26.2,46,1205.2,9.5
2,303.5,312.7,1402,47.0,23,1081.0,9.199999999999989
1,301.9,310.7,1717,26.8,27,723.6,8.800000000000011
2,299.2,310.0,1349,50.4,226,11390.4,10.800000000000011
2,298.0,307.5,1784,27.8,163,4531.400000000001,9.5
2,303.4,311.4,1307,54.0,44,2376.0,8.0
1,300.3,311.7,1821,26.3,202,5312.6,11.399999999999977
1,298.9,308.5,1742,34.5,117,4036.5,9.600000000000023
1,297.5,308.4,1633,33.3,213,7092.9,10.899999999999977
1,301.3,310.7,1516,46.0,119,5474.0,9.399999999999977
1,298.5,308.2,1654,27.1,13,352.3,9.699999999999989
1,298.3,307.9,1703,28.9,147,4248.3,9.599999999999966
2,298.6,309.5,1684,27.8,44,1223.2,10.899999999999977
2,298.2,307.8,1411,53.4,110,5874.0,9.600000000000023
2,298.2,308.9,1585,34.3,33,1131.8999999999999,10.699999999999989
1,300.7,309.9,1412,45.3,155,7021.5,9.199999999999989
1,298.3,308.4,1585,30.6,127,3886.2000000000003,10.099999999999966
1,297.4,308.3,1493,41.2,43,1771.6000000000001,10.900000000000034
0,300.4,309.9,2563,12.8,81,1036.8,9.5
2,302.1,310.1,1379,48.2,166,8001.200000000001,8.0
1,298.5,309.5,1428,43.5,87,3784.5,11.0
0,303.8,312.9,1570,35.8,147,5262.599999999999,9.099999999999966
1,300.7,309.6,1541,34.6,131,4532.6,8.900000000000034
0,297.6,309.6,1278,50.4,2,100.8,12.0
1,300.1,309.3,1712,28.5,141,4018.5,9.199999999999989
2,301.3,310.5,1481,39.7,85,3374.5000000000005,9.199999999999989
1,298.0,309.6,1536,37.3,120,4476.0,11.600000000000023
1,300.4,309.9,1496,31.8,154,4897.2,9.5
1,296.9,307.7,1464,41.4,6,248.39999999999998,10.800000000000011
1,299.3,309.1,1634,36.8,62,2281.6,9.800000000000011
2,298.8,310.2,1583,35.7,116,4141.200000000001,11.399999999999977
1,303.8,312.9,1442,48.3,52,2511.6,9.099999999999966
2,298.7,309.8,1528,36.7,197,7229.900000000001,11.100000000000023
1,300.7,312.1,1395,41.9,157,6578.3,11.400000000000034
1,299.2,308.5,1867,27.0,138,3726.0,9.300000000000011
1,298.5,309.7,2617,12.1,102,1234.2,11.199999999999989
2,300.5,309.8,1508,37.8,150,5670.0,9.300000000000011
2,300.3,309.1,1458,44.3,175,7752.499999999999,8.800000000000011
0,302.4,312.0,1457,43.4,23,998.1999999999999,9.600000000000023
1,299.3,309.1,1293,53.7,189,10149.300000000001,9.800000000000011
2,300.3,311.1,1350,58.7,130,7631.0,10.800000000000011
1,303.1,312.7,1353,51.8,97,5024.599999999999,9.599999999999966
1,300.5,312.0,1646,29.5,106,3127.0,11.5
1,297.1,307.8,1477,36.6,177,6478.2,10.699999999999989
1,298.9,310.2,1971,23.2,155,3596.0,11.300000000000011
1,299.1,308.3,1325,46.9,28,1313.2,9.199999999999989
1,297.7,308.7,1479,45.7,93,4250.1,11.0
1,304.0,313.1,1720,28.7,106,3042.2,9.100000000000023
1,302.8,312.2,1515,36.8,162,5961.599999999999,9.399999999999977
1,299.0,310.1,1580,41.9,55,2304.5,11.100000000000023
2,303.9,313.1,1668,34.4,137,4712.8,9.200000000000045
0,297.7,309.7,1616,31.1,20,622.0,12.0
1,299.0,310.4,1382,53.0,89,4717.0,11.399999999999977
1,301.9,310.7,1947,25.0,137,3425.0,8.800000000000011
2,297.1,307.8,1538,34.3,181,6208.299999999999,10.699999999999989
1,299.0,310.1,1444,47.7,161,7679.700000000001,11.100000000000023
1,300.2,311.7,1286,55.1,42,2314.2000000000003,11.5
2,298.4,308.2,1499,40.0,211,8440.0,9.800000000000011
1,299.3,309.0,1447,50.4,140,7056.0,9.699999999999989
0,301.6,310.8,1435,47.2,152,7174.400000000001,9.199999999999989
1,299.0,310.3,1472,36.1,97,3501.7000000000003,11.300000000000011
2,302.2,311.4,1398,47.2,202,9534.400000000001,9.199999999999989
2,298.9,310.1,1555,40.6,176,7145.6,11.200000000000045
2,302.2,311.2,1873,24.0,99,2376.0,9.0
1,300.7,310.7,1431,39.3,22,864.5999999999999,10.0
2,300.7,311.7,1499,38.9,3,116.69999999999999,11.0
1,297.8,308.5,1699,27.8,199,5532.2,10.699999999999989
1,302.7,310.6,1501,48.7,4,194.8,7.900000000000034
1,301.0,310.9,1578,38.4,49,1881.6,9.899999999999977
1,298.7,309.9,1753,26.8,40,1072.0,11.199999999999989
1,300.1,310.1,1380,52.6,59,3103.4,10.0
1,297.3,308.7,1619,31.6,129,4076.4,11.399999999999977
2,299.0,310.3,1558,35.4,223,7894.2,11.300000000000011
1,302.7,312.2,1336,46.8,179,8377.199999999999,9.5
1,298.8,309.1,1513,40.3,160,6448.0,10.300000000000011
2,298.8,308.5,1425,47.4,90,4266.0,9.699999999999989
2,301.3,310.7,1819,25.5,46,1173.0,9.399999999999977
1,302.4,311.0,1462,48.5,81,3928.5,8.600000000000023
0,302.5,311.5,1655,32.3,142,4586.599999999999,9.0
0,301.1,310.6,1407,43.9,111,4872.9,9.5
0,301.8,311.2,1451,39.4,70,2758.0,9.399999999999977
1,299.7,309.3,1574,35.8,6,214.79999999999998,9.600000000000023
1,300.1,310.2,1475,54.2,53,2872.6000000000004,10.099999999999966
1,299.0,310.1,1699,32.9,87,2862.2999999999997,11.100000000000023
1,298.8,308.6,1501,35.0,55,1925.0,9.800000000000011
1,300.1,309.2,1599,30.1,216,6501.6,9.099999999999966
1,301.1,311.6,1432,48.1,202,9716.2,10.5
0,303.1,312.6,1404,40.6,152,6171.2,9.5
2,301.2,312.3,1548,38.3,87,3332.1,11.100000000000023
2,300.8,310.3,1526,36.3,205,7441.499999999999,9.5
1,298.3,309.1,1417,60.5,143,8651.5,10.800000000000011
2,301.9,310.7,1405,47.9,80,3832.0,8.800000000000011
1,303.9,313.0,1483,45.0,78,3510.0,9.100000000000023
1,298.8,309.5,1374,48.1,159,7647.900000000001,10.699999999999989
2,298.1,307.6,1565,36.3,140,5082.0,9.5
1,298.3,309.2,1456,45.5,75,3412.5,10.899999999999977
1,299.8,309.5,1542,40.3,141,5682.299999999999,9.699999999999989
2,297.3,308.6,1456,42.9,122,5233.8,11.300000000000011
1,302.4,311.8,1673,30.1,210,6321.0,9.400000000000034
1,300.5,309.8,1550,37.4,148,5535.2,9.300000000000011
2,297.6,308.6,1389,49.0,34,1666.0,11.0
1,302.4,310.8,1686,28.8,150,4320.0,8.400000000000034
1,295.8,306.5,1534,37.9,88,3335.2,10.699999999999989
1,300.3,311.6,1709,29.5,27,796.5,11.300000000000011
1,297.7,307.2,1444,40.0,17,680.0,9.5
0,297.6,308.3,1640,30.9,79,2441.1,10.699999999999989
1,298.1,309.9,1629,32.5,45,1462.5,11.799999999999955
1,303.6,313.0,1522,35.8,133,4761.4,9.399999999999977
1,301.6,310.9,1632,31.6,189,5972.400000000001,9.299999999999955
2,298.8,310.1,1243,74.5,194,14453.0,11.300000000000011
1,295.9,306.6,1557,41.1,113,4644.3,10.700000000000045
1,298.4,309.5,1397,50.3,110,5533.0,11.100000000000023
1,297.5,308.9,1459,48.5,193,9360.5,11.399999999999977
1,297.3,308.7,1352,53.8,91,4895.8,11.399999999999977
1,302.5,311.2,1545,40.1,165,6616.5,8.699999999999989
1,301.1,312.3,1486,34.9,122,4257.8,11.199999999999989
0,302.5,311.9,1595,34.6,112,3875.2000000000003,9.399999999999977
1,299.6,309.4,1643,32.9,145,4770.5,9.799999999999955
1,300.7,310.9,1535,37.1,113,4192.3,10.199999999999989
1,298.4,308.2,1364,45.9,63,2891.7,9.800000000000011
2,296.7,307.7,1597,32.1,114,3659.4,11.0
2,302.0,310.5,1381,58.4,201,11738.4,8.5
2,302.3,311.8,1355,50.1,104,5210.400000000001,9.5
1,303.7,313.0,1811,24.3,209,5078.7,9.300000000000011
1,300.5,311.9,1330,59.5,33,1963.5,11.399999999999977
1,297.6,308.8,1539,40.2,72,2894.4,11.199999999999989
1,300.4,311.7,1459,45.6,3,136.8,11.300000000000011
1,298.8,310.0,1487,41.4,152,6292.8,11.199999999999989
2,302.8,312.2,1615,32.9,159,5231.099999999999,9.399999999999977
1,303.5,313.0,1393,51.6,80,4128.0,9.5
0,300.6,310.4,1510,42.8,124,5307.2,9.799999999999955
1,300.5,309.5,1777,23.6,0,0.0,9.0
2,300.9,310.7,1452,47.3,25,1182.5,9.800000000000011
0,297.5,309.3,1563,36.1,100,3610.0,11.800000000000011
2,298.1,307.8,1525,35.9,132,4738.8,9.699999999999989
0,300.0,310.4,1881,21.9,102,2233.7999999999997,10.399999999999977
1,300.4,311.0,1802,26.0,197,5122.0,10.600000000000023
1,300.1,309.4,1560,47.7,26,1240.2,9.299999999999955
1,299.2,308.4,1434,46.8,2,93.6,9.199999999999989
2,300.5,309.8,1555,38.9,166,6457.4,9.300000000000011
1,297.7,308.9,1838,27.3,99,2702.7000000000003,11.199999999999989
0,298.4,308.1,1891,24.7,158,3902.6,9.700000000000045
2,302.2,311.5,1562,38.0,162,6156.0,9.300000000000011
1,299.6,309.4,1677,31.1,191,5940.1,9.799999999999955
2,298.9,309.9,1404,41.4,20,828.0,11.0
1,300.7,310.1,1261,56.6,98,5546.8,9.400000000000034
1,301.7,310.5,1377,43.1,183,7887.3,8.800000000000011
1,302.5,310.9,1477,39.2,144,5644.8,8.399999999999977
2,303.8,313.2,1710,26.5,190,5035.0,9.399999999999977
2,301.3,310.0,2068,17.8,176,3132.8,8.699999999999989
1,298.8,310.0,1403,45.6,185,8436.0,11.199999999999989
2,302.4,312.1,1492,47.7,7,333.90000000000003,9.700000000000045
2,300.5,311.8,1331,55.3,167,9235.1,11.300000000000011
1,299.4,308.7,1446,62.9,134,8428.6,9.300000000000011
2,303.3,311.4,1395,59.1,4,236.4,8.099999999999966
1,301.0,310.9,1473,44.2,116,5127.200000000001,9.899999999999977
2,303.4,311.7,1690,34.9,189,6596.099999999999,8.300000000000011
1,297.6,308.5,1678,34.2,114,3898.8,10.899999999999977
2,300.4,310.2,1613,36.9,231,8523.9,9.800000000000011
0,297.5,308.8,1430,49.4,2,98.8,11.300000000000011
1,297.3,308.6,1486,42.6,105,4473.0,11.300000000000011
1,301.3,310.8,1381,47.9,33,1580.7,9.5
1,301.5,310.6,1394,46.5,206,9579.0,9.100000000000023
1,301.7,311.0,1441,44.3,208,9214.4,9.300000000000011
1,300.3,309.6,1624,32.6,175,5705.0,9.300000000000011
1,297.2,308.1,1689,31.2,145,4524.0,10.900000000000034
1,297.6,308.3,1816,28.8,106,3052.8,10.699999999999989
2,299.3,308.5,1496,39.4,80,3152.0,9.199999999999989
1,299.5,310.0,1388,52.4,94,4925.599999999999,10.5
1,300.8,312.4,1767,25.6,105,2688.0,11.599999999999966
1,301.3,310.4,1504,47.2,193,9109.6,9.099999999999966
2,297.6,308.9,1479,38.1,182,6934.2,11.299999999999955
1,300.5,309.6,1465,41.6,217,9027.2,9.100000000000023
1,300.7,310.1,1721,32.3,170,5490.999999999999,9.400000000000034
2,302.6,312.1,1611,39.9,210,8379.0,9.5
1,302.5,310.2,1307,54.0,86,4644.0,7.699999999999989
1,297.4,308.3,1366,45.5,11,500.5,10.900000000000034
1,301.7,310.7,1493,51.1,87,4445.7,9.0
1,299.8,310.8,1376,48.6,159,7727.400000000001,11.0
1,300.7,310.8,2113,18.5,95,1757.5,10.100000000000023
1,300.2,311.5,1685,31.0,193,5983.0,11.300000000000011
1,299.0,308.7,1583,32.5,25,812.5,9.699999999999989
1,302.2,310.8,1827,23.8,9,214.20000000000002,8.600000000000023
1,299.8,310.3,1524,34.2,196,6703.200000000001,10.5
1,298.2,308.4,1310,61.0,189,11529.0,10.199999999999989
1,303.7,312.4,1512,39.2,184,7212.8,8.699999999999989
2,297.4,308.3,1483,41.9,47,1969.3,10.900000000000034
2,301.6,310.9,1510,40.9,152,6216.8,9.299999999999955
1,300.5,311.8,1368,57.9,191,11058.9,11.300000000000011
2,300.1,311.5,1343,46.2,28,1293.6000000000001,11.399999999999977
1,303.1,311.3,1403,55.6,150,8340.0,8.199999999999989
2,301.1,310.5,1547,35.8,81,2899.7999999999997,9.399999999999977
2,301.1,310.7,2219,16.7,79,1319.3,9.599999999999966
1,303.4,311.6,1497,42.8,58,2482.3999999999996,8.200000000000045
1,297.6,308.6,1393,40.4,127,5130.8,11.0
1,296.8,308.0,1536,40.4,217,8766.8,11.199999999999989
1,299.4,309.2,1427,41.5,29,1203.5,9.800000000000011
1,303.8,312.5,1619,30.9,142,4387.8,8.699999999999989
2,298.4,309.0,1544,38.8,97,3763.6,10.600000000000023
1,298.0,307.7,1430,47.3,49,2317.7,9.699999999999989
2,300.3,311.5,1540,41.5,151,6266.5,11.199999999999989
2,303.2,311.5,1336,58.2,2,116.4,8.300000000000011
1,303.7,312.7,1359,56.8,194,11019.199999999999,9.0
1,303.6,312.5,1345,54.1,126,6816.6,8.899999999999977
0,298.5,309.4,1573,36.0,97,3492.0,10.899999999999977
1,298.0,308.8,1489,36.5,109,3978.5,10.800000000000011
1,298.9,310.2,1654,31.1,158,4913.8,11.300000000000011
2,303.4,312.9,1422,39.9,63,2513.7,9.5
2,300.3,309.6,1398,53.7,82,4403.400000000001,9.300000000000011
1,298.8,308.6,1331,62.8,81,5086.8,9.800000000000011
1,300.9,311.0,1499,38.0,111,4218.0,10.100000000000023
1,301.0,312.2,1264,59.0,57,3363.0,11.199999999999989
1,296.4,307.4,2833,5.6,213,1192.8,11.0
2,296.3,307.2,1454,42.5,35,1487.5,10.899999999999977
2,301.5,310.8,1452,44.1,157,6923.7,9.300000000000011
2,300.3,309.8,1444,42.0,3,126.0,9.5
1,296.6,307.4,1521,38.6,173,6677.8,10.799999999999955
1,298.6,308.4,1485,42.9,38,1630.2,9.799999999999955
2,299.0,310.4,1625,37.1,131,4860.1,11.399999999999977
1,303.7,313.1,1423,41.2,124,5108.8,9.400000000000034
1,303.9,312.7,1800,24.3,158,3839.4,8.800000000000011
1,299.4,309.1,1432,45.4,137,6219.8,9.700000000000045
1,297.0,307.9,1455,49.0,204,9996.0,10.899999999999977
2,302.6,311.0,1591,33.9,119,4034.1,8.399999999999977
2,301.3,310.4,1635,32.5,110,3575.0,9.099999999999966
1,298.0,309.2,1527,32.4,99,3207.6,11.199999999999989
2,298.8,308.7,1446,45.5,49,2229.5,9.899999999999977
1,302.3,310.7,1499,37.8,137,5178.599999999999,8.399999999999977
1,300.1,311.3,2579,12.5,64,800.0,11.199999999999989
0,299.0,308.5,1623,33.5,154,5159.0,9.5
